"Country or Area","Year","Value","Value Footnotes","Unit"
"Venezuela (Bolivarian Republic of)","2001","13197.6","","million cubic metres"
"Venezuela (Bolivarian Republic of)","2000","14953.6","","million cubic metres"
"Yemen","2015","5911.0","","million cubic metres"
"Yemen","2010","5305.0","","million cubic metres"
"Yemen","2005","4782.0","","million cubic metres"
"Yemen","2000","4331.0","","million cubic metres"
"Yemen","1995","3942.0","","million cubic metres"
"Zambia","1995","2431.0","","million cubic metres"
"Zimbabwe","2017","48978.6","","million cubic metres"
"Zimbabwe","2016","44669.7","","million cubic metres"
"Zimbabwe","2015","37037.3","","million cubic metres"
"Zimbabwe","2014","49350.8","","million cubic metres"
"Zimbabwe","2013","52851.4","","million cubic metres"
"Zimbabwe","2012","49004.0","","million cubic metres"
"Zimbabwe","2011","60379.2","","million cubic metres"
"Zimbabwe","2010","60038.7","","million cubic metres"
"Zimbabwe","2009","59317.2","","million cubic metres"
"Zimbabwe","2008","52445.3","","million cubic metres"
"Zimbabwe","2007","54162.0","","million cubic metres"
"Zimbabwe","2006","53842.5","","million cubic metres"
"Zimbabwe","2005","34240.3","","million cubic metres"
"Zimbabwe","2004","56540.8","","million cubic metres"
"Zimbabwe","2003","36844.1","","million cubic metres"
"Zimbabwe","2002","34502.5","","million cubic metres"
"Zimbabwe","2001","40532.3","","million cubic metres"
"Zimbabwe","2000","44767.8","","million cubic metres"
"Zimbabwe","1999","33896.9","","million cubic metres"
"Zimbabwe","1998","38912.3","","million cubic metres"
"Zimbabwe","1997","41901.4","","million cubic metres"
"Zimbabwe","1996","38103.4","","million cubic metres"
"Zimbabwe","1995","27045.4","","million cubic metres"
"Zimbabwe","1990","33107.6","","million cubic metres"
